query_id	diff
Brara.A00086	0.13981905856419363
Brara.A00125	-0.1027660368418767
Brara.A00149	0.2515991605626237
Brara.A00222	-0.09030033252422995
Brara.A00310	-0.2935399356181211
Brara.A00396	0.08707631061902209
Brara.A00401	-0.24242342460549793
Brara.A00414	0.3378027779201589
Brara.A00429	-0.3261601614121501
Brara.A00473	-0.14531943187348317
Brara.A00487	-0.6429341664361428
Brara.A00548	0.08488552958927419
Brara.A00614	1.13637883293601
Brara.A00654	0.42159277275700385
Brara.A00722	-0.3267566669655369
Brara.A00780	0.2840497961022412
Brara.A00797	0.6312620951203097
Brara.A00925	0.12543127145177146
Brara.A00983	0.2954403454302859
Brara.A01027	0.03934071764845598
Brara.A01067	0.010345080887336055
Brara.A01069	0.6254867855765323
Brara.A01155	0.09948554433011474
Brara.A01190	-0.14324377300104651
Brara.A01252	-0.004391273349212167
Brara.A01253	-0.056891444687019996
Brara.A01281	0.160425610413102
Brara.A01324	-0.10559249142857073
Brara.A01389	-0.2566213521263807
Brara.A01398	-0.30637114411858946
Brara.A01458	-0.1381707234627988
Brara.A01473	1.7518285677013052
Brara.A01486	0.1966792725191156
Brara.A01531	0.12240751930299726
Brara.A01592	0.05541897031936972
Brara.A01597	0.7374720747033556
Brara.A01627	-0.14302597208652396
Brara.A01823	0.18146991170688903
Brara.A01866	-0.4146367641050105
Brara.A01955	0.002082115722803063
Brara.K01681	0.3789312919457034
Brara.A02028	0.38318571763452325
Brara.A02071	-0.25857383134092515
Brara.A02124	-0.15735384243606668
Brara.A02188	0.09980866965687588
Brara.A02317	-0.012630517795593647
Brara.A02551	-0.025307718673307576
Brara.A02611	0.18304400021251727
Brara.A02636	-0.04905790732218484
Brara.A02765	-0.08475726527096351
Brara.A02775	0.13103416835767798
Brara.A02828	-0.3526247588302881
Brara.A02841	-0.03715039687684481
Brara.A02846	-0.24982432367830645
Brara.A02878	0.11290996146720443
Brara.A03053	0.6199994951056557
Brara.A03108	0.10299406182685825
Brara.A03145	-0.2488978879362948
Brara.A03168	0.63283129239764
Brara.A03197	0.9043113753121603
Brara.A03519	0.0635025293638484
Brara.A03648	0.10654450289512998
Brara.A03715	-0.15982750729768666
Brara.A03739	-0.17099748911726464
Brara.A03877	0.1660265890071383
Brara.A03864	-0.3050328131651979
Brara.A03928	0.341785141998879
Brara.B00064	-0.3074878730782499
Brara.B00165	0.11566738732258845
Brara.B00283	0.004084945591804685
Brara.B00329	0.08756558613630698
Brara.B00371	-0.1332437597806447
Brara.B00485	-0.2373180677641364
Brara.B00513	0.3407607084285267
Brara.B00533	0.04802875927813319
Brara.B00551	-0.4371715272373371
Brara.B00612	-0.06596882899885795
Brara.B00634	-0.009451243854367401
Brara.B00683	-0.13945330166004638
Brara.B00804	-0.15361900626674801
Brara.B00864	-0.28836824417673224
Brara.B00951	0.1399789664675537
Brara.B01042	-0.24857479187536444
Brara.B01140	-0.4399020433731664
Brara.B01227	-0.24908115506262332
Brara.B01410	0.08238800758828557
Brara.B01589	0.38700251931215
Brara.B01660	-0.49370636503072535
Brara.B01720	-0.08471133421310044
Brara.B02074	-0.02118712761472271
Brara.B02138	0.12369413901401433
Brara.B02270	-0.16903874862697835
Brara.B02279	0.13102583936488177
Brara.B02389	0.16848888039375304
Brara.B02501	-0.00830476604655178
Brara.B02572	0.026859257216399222
Brara.B02592	0.3888923539492135
Brara.B02600	0.8856472485362563
Brara.B02749	0.0473781909610365
Brara.B02532	0.05723839505756001
Brara.B02467	0.3711041642185048
Brara.B02474	0.061754511600723386
Brara.B02998	-0.31357901248857045
Brara.B03018	0.10052598824685183
Brara.B03167	-0.3268589366341926
Brara.B03218	-0.2968548130467269
Brara.B03325	0.5577885487191823
Brara.B03372	0.21996799291983532
Brara.B03491	0.24541305007760367
Brara.B03542	0.051219139699097804
Brara.B03668	0.15446270562845787
Brara.B03707	-0.17235941610985295
Brara.B03750	0.001846558667117846
Brara.B03766	0.3048545732305382
Brara.B03915	0.2659412486694112
Brara.C00031	-0.26772358071333746
Brara.C00023	-0.3510615208996185
Brara.C00185	0.03223088438413739
Brara.C00329	-0.08991997929634099
Brara.C00342	0.6192729675073647
Brara.C00411	0.2798695738948097
Brara.C00625	0.215622064409348
Brara.C00642	0.23666353616633717
Brara.B00650	-0.5201478607458652
Brara.C01043	-0.16177329764591514
Brara.C01198	0.19581856855445956
Brara.C01236	0.18720408848661008
Brara.C01255	-0.03349371339688077
Brara.C01628	-0.1987080243329158
Brara.H03042	0.7511275538597726
Brara.C01740	0.2916045440524831
Brara.C01859	-0.014966622049570352
Brara.C01894	0.5461590193697237
Brara.C01918	0.5426049492041508
Brara.C02006	0.5354277813710082
Brara.C02009	0.11595711036088
Brara.C02068	0.29101318256701175
Brara.C02124	0.11924596330479693
Brara.C02209	-0.029706793543280596
Brara.C02214	-0.10223539612143287
Brara.C02231	-0.3361017231660944
Brara.C02237	-0.23316952340191294
Brara.C02337	-0.16685908255666043
Brara.C02355	0.16452108640359053
Brara.C02423	-0.15651006425540098
Brara.C02424	-0.044185642360148464
Brara.C02452	0.09504148895193759
Brara.C02604	0.10421206385016057
Brara.C02805	0.12499521201529351
Brara.C02833	0.2791356425271134
Brara.C02881	0.9097730196976543
Brara.C02894	-0.004214009049551741
Brara.C02940	0.9679732585230056
Brara.K01603	0.0280145739952357
Brara.C03054	-0.36733146423733465
Brara.C03179	-0.2318643457145212
Brara.C03257	-0.09113803404259932
Brara.C03290	0.7445346760518132
Brara.C03291	0.8553521939672669
Brara.C03434	0.009429657315155385
Brara.C03441	-0.4903496056343999
Brara.C03550	-0.33913091288203706
Brara.C03755	-1.2607898639828878
Brara.C03926	0.4175501193661234
Brara.C04007	-0.29371979249326874
Brara.C04084	-0.14097712681996766
Brara.C04145	0.05190577296747254
Brara.C04316	0.7111994374448602
Brara.C04449	0.2818415314527155
Brara.K01189	-0.022466945598352314
Brara.C04470	-0.16472454456788152
Brara.C04537	0.3368150852506602
Brara.K00470	0.11095726840094076
Brara.K00443	0.7685934220704871
Brara.K01792	-0.05224832686510296
Brara.K01807	0.10402989958238645
Brara.C04644	1.0730115609351292
Brara.K00722	0.9893822517161621
Brara.K00145	-0.06406316768864644
Brara.K00037	0.10562577930676048
Brara.K00991	-0.1944932323929997
Brara.K00853	0.4940161555119149
Brara.K00838	0.4938530251661726
Brara.K00527	1.150332731542407
Brara.K00505	0.8364970293960861
Brara.K00633	0.692012542968223
Brara.K00965	0.16324324929449424
Brara.K00314	0.063804454888364
Brara.K01321	0.36446475701866343
Brara.K01911	-0.1397209045725693
Brara.D00029	1.3726992485019869
Brara.D00297	0.16090854517385772
Brara.D00671	-0.20995150942860874
Brara.D00702	0.4957608506800552
Brara.D00713	0.0036579839392354586
Brara.D00723	0.06140153141168714
Brara.D00907	0.4719707258617022
Brara.D00914	1.1901399614842418
Brara.D00947	-0.04046268443203742
Brara.D01105	-0.18928549735260908
Brara.D01146	0.2962254532816142
Brara.D01246	0.28163404585853213
Brara.D01276	-0.10022011549216286
Brara.D01361	-0.17872719111216961
Brara.D01482	-0.20954671653482831
Brara.D01658	0.12709218041263792
Brara.D01679	0.16297066647065223
Brara.D02028	-0.04716441893336049
Brara.D02088	0.28376335226176663
Brara.D02089	-0.12906515972899543
Brara.D02266	0.09804796470934898
Brara.D02358	-0.04633129769512872
Brara.D02386	0.32781772817943416
Brara.D02474	-0.0032309677944161366
Brara.D02514	0.05138828748311027
Brara.D02547	0.47904948523271873
Brara.D02782	-0.3485964104601208
Brara.E00043	0.0015042989701631402
Brara.E00099	-0.3907563915482285
Brara.E00140	0.07443516207119916
Brara.E00227	0.4603351458349991
Brara.E00330	0.12184321321388114
Brara.E00356	-0.1538694717328867
Brara.E00366	-0.33019526586483405
Brara.E00374	0.3872985097873328
Brara.E00406	0.19492525485622386
Brara.E00428	0.352029217200322
Brara.E00430	0.18114888193917333
Brara.E00494	-0.05262231685355104
Brara.E00502	-0.05319088645643642
Brara.E00506	0.1674123004035905
Brara.E00604	-0.37056894330290346
Brara.E00640	0.5840109962046431
Brara.E00690	-0.4808863363161132
Brara.E00707	-0.19167616515298835
Brara.E00723	-0.2687957444612669
Brara.E00810	-0.24825411799075087
Brara.E00842	0.27422468743659767
Brara.E00983	0.2548988892237719
Brara.E01037	0.05817185507603731
Brara.E01131	-0.3697355926202619
Brara.E01279	-0.20793128879810527
Brara.E01283	-0.20009248086377301
Brara.E01314	0.11559253535941999
Brara.E01365	0.17901422543165257
Brara.E01372	0.18206165102690147
Brara.E01415	0.38747685272512944
Brara.E01438	0.12812856877780213
Brara.E01458	-0.349893919688512
Brara.E01521	0.039008680090887746
Brara.E01531	1.243980650767893
Brara.E01598	0.057094676719700796
Brara.E01628	0.05870720640765348
Brara.E01694	0.035685478106656794
Brara.E01703	0.31177068062996993
Brara.E01953	0.9969447255088851
Brara.E01720	-0.29257128551792744
Brara.E02070	-0.0630702706555702
Brara.E02127	0.48939025237025463
Brara.E02170	0.23058903601381225
Brara.E02311	-0.4464213135941738
Brara.E02470	0.037342806318428796
Brara.E02481	0.35724155122329604
Brara.E02550	0.4922016196887449
Brara.E02645	0.7661475317489839
Brara.E02661	-0.28292867903225716
Brara.E02703	-0.1968873451372029
Brara.E02932	0.16974817185719274
Brara.E02942	-0.29053572643639103
Brara.E02957	0.6537915819732494
Brara.E02980	-0.4681593256558908
Brara.E02986	-0.25629851680302124
Brara.E03061	-0.19703110607254407
Brara.E03083	0.15315765237011286
Brara.E03135	0.963497607580412
Brara.E03180	-0.29481535361322375
Brara.E03263	0.08234933388189902
Brara.E03270	0.12364365039530709
Brara.E03373	0.20664206880374283
Brara.E03386	-0.21765276177874104
Brara.E03404	0.26651701603890254
Brara.E03417	0.12989401106782733
Brara.E03426	0.3307189995061057
Brara.E03572	0.3062005074147234
Brara.E03470	0.722921854247556
Brara.F00048	-0.03255146875053863
Brara.F00054	-0.039030157077179606
Brara.F00109	0.7675498366888627
Brara.F00307	0.3482535259983042
Brara.K01439	0.024355486700322698
Brara.F00430	-0.06986695132074162
Brara.F00497	0.419248181568161
Brara.F00512	-0.19868074114291875
Brara.F00559	-0.14615984188334397
Brara.F00807	-0.27506093675096926
Brara.F01065	0.30687185033404796
Brara.F01193	0.3167765912335305
Brara.F01305	-0.029714659142572854
Brara.F01338	-0.640409735153916
Brara.F01393	-0.2073253031359722
Brara.F01445	-0.027601220635409256
Brara.F01464	0.11211209789646116
Brara.F01575	0.5199720459193222
Brara.F01742	0.1637093688516063
Brara.F01780	0.1799818186179445
Brara.F01808	-0.302570280750261
Brara.A02888	-0.3976117594202886
Brara.F02003	0.2313866402285878
Brara.F02144	-0.21351506614281648
Brara.F02072	0.6277144673584918
Brara.F02031	-0.08453780886361198
Brara.F02185	0.08441833215823849
Brara.F02227	0.22172554953633253
Brara.F02247	-0.005225444632647154
Brara.F02273	-0.17966975349684222
Brara.F02303	-0.19690579841260802
Brara.F02346	0.14156087690910818
Brara.F02425	0.24477867228190886
Brara.F02446	-0.22571992325290346
Brara.F02562	0.18886893610048744
Brara.F02669	-0.020361634154149846
Brara.F02688	-0.30483844003990845
Brara.F02873	0.0702957688302699
Brara.F02915	0.3753768758565009
Brara.F03090	0.07688054775211473
Brara.F03200	0.2747072583594494
Brara.F03293	0.035051266751772045
Brara.F03364	0.026171011730428448
Brara.F03514	-0.081337208917418
Brara.F03574	0.18800966951871712
Brara.F03779	0.07735503864691884
Brara.F03803	-0.21068059337774075
Brara.F03868	0.3379573223345674
Brara.F03875	-0.24322896691131518
Brara.G00327	-0.18817493955162778
Brara.G00487	0.09318875972478696
Brara.G00448	0.35345599772770653
Brara.G00430	0.3357680182459443
Brara.G00672	0.4029700866711512
Brara.G00668	0.24725116449024392
Brara.G00665	0.08007838494773155
Brara.G00526	-0.3088126914934667
Brara.G00719	0.004156315533291698
Brara.G00598	-0.1505782741516728
Brara.G00794	-0.04756907688683297
Brara.G00800	-0.6174327707650236
Brara.G00988	-0.18623689350471576
Brara.G01125	-0.06761847601382681
Brara.G01256	0.21471687103423753
Brara.G01281	0.0910883372300672
Brara.G01330	-0.011653800699355829
Brara.G01422	0.24262237878284848
Brara.G01424	-0.09547575124906398
Brara.G01438	0.12996988069747312
Brara.G01451	0.09000053575886213
Brara.G01649	0.2932122234889376
Brara.G01731	0.22355151364301523
Brara.G01754	-0.38490487256281314
Brara.G01979	-0.2813594180297276
Brara.G01986	0.17244292189773658
Brara.G02090	-0.0034198194945952894
Brara.G02254	0.005072916105958676
Brara.G02303	0.38562096337073204
Brara.G02432	-0.043483506177013784
Brara.G02510	-0.1691403771481436
Brara.G02539	0.05292106709766915
Brara.G02592	1.1776463311707626
Brara.G02981	-0.2635841279513207
Brara.G02993	-0.3493762668547572
Brara.G03062	0.18542572907250202
Brara.G03188	-0.4577151167112855
Brara.G03307	-0.42086412012917307
Brara.G03341	-0.0952238884800402
Brara.G03412	0.706331914108027
Brara.G03435	-0.07978218707289685
Brara.G03594	0.14599745772574624
Brara.G03621	0.28225249119519874
Brara.G03625	-0.1299528337307566
Brara.G03666	0.08190549797702218
Brara.G03667	0.014207043330564287
Brara.G03688	-0.1185875874491179
Brara.H00035	-3.8610801049312777e-4
Brara.H00052	-0.19649023783090597
Brara.H00097	-0.1906714644814577
Brara.H00113	-0.6153089223808093
Brara.H00118	-0.08773978056426861
Brara.H00154	0.0979316282880963
Brara.H00199	0.008065040369787765
Brara.H00284	-0.1352962567584482
Brara.H00366	0.4511630468984369
Brara.H00407	-0.08139021476094657
Brara.H00491	0.03875654327079037
Brara.H00637	-0.20019643552821892
Brara.H00671	-0.09900559676349008
Brara.H00716	-0.7494662758347191
Brara.H00800	0.8773509970139717
Brara.H00877	-0.025286265521386696
Brara.H00879	0.056596828560008895
Brara.H01046	0.02003447463659868
Brara.H01217	-0.05991422730294141
Brara.H01253	-0.02437734127664615
Brara.H01331	0.4459651422692841
Brara.H01361	0.7752626412463886
Brara.H01533	0.05601134429200162
Brara.H01675	-0.11433844047322017
Brara.H01948	-0.033115390014061774
Brara.H01974	0.9133810990994509
Brara.H02072	-0.03640915357796491
Brara.H02091	-0.2805469190920762
Brara.H02142	0.8203321479144647
Brara.H02212	0.3241634673354161
Brara.H02230	-0.0026662044607147894
Brara.H02263	0.05316933908821265
Brara.H02296	-0.022682017769635708
Brara.H02474	-0.06429386923344095
Brara.H02482	-0.15810424762787728
Brara.H02527	0.17953667328802744
Brara.H02687	-0.3452529236424726
Brara.H02744	0.4077571120441521
Brara.H02904	0.11488380222800146
Brara.H02989	0.20368759872690434
Brara.H02997	-0.06836556779163361
Brara.H03049	0.30875789434265505
Brara.I00032	0.3727253527501907
Brara.I00191	-0.26340649925784076
Brara.I00186	0.11898716252749035
Brara.I00146	-0.07023597252205449
Brara.I00095	-0.10441112679212153
Brara.I00230	-0.2397105521395928
Brara.I00287	0.8601982212838655
Brara.I00323	0.5309155027834804
Brara.I00338	-0.2019069318242162
Brara.I00431	0.23071745862159648
Brara.I00472	0.1220202807033682
Brara.I00508	0.15467598121612652
Brara.I00732	0.8088318358832494
Brara.I00905	0.6505556478988945
Brara.I00919	0.12508970726504492
Brara.I00922	-0.06781191449183976
Brara.I00994	-0.07763852962458
Brara.I01120	-0.18535088940734695
Brara.I01168	0.042968645726398864
Brara.I01295	0.024322069457724905
Brara.I01400	0.066809203516335125
Brara.I01454	-0.038530946953034696
Brara.I01748	0.04043242096525166
Brara.I01755	-0.07857620223075884
Brara.I01800	0.03363239944135464
Brara.I01843	-0.2856369033135116
Brara.I02093	0.4488036185725206
Brara.I02423	0.07422787952686496
Brara.I02451	-0.01714490923989921
Brara.I02647	-0.3890304047973973
Brara.I02734	0.042831887362990276
Brara.I02733	0.13115230755776708
Brara.I02764	-0.24027048125371736
Brara.I02801	0.021105413734220313
Brara.I02961	0.057597060794987345
Brara.I03108	-0.34909733483396377
Brara.I03113	-0.3706207480681386
Brara.I03178	0.11244439391557282
Brara.I03257	0.2457783530129371
Brara.I03275	0.04871655969184492
Brara.I03313	1.051758280081857
Brara.I03314	0.02113092583537804
Brara.I03380	-0.12191580952096687
Brara.I03415	0.041366904167640814
Brara.K01589	0.16271831195196151
Brara.I03564	-0.05370444069756944
Brara.I03584	-0.08707186042682316
Brara.I03682	0.582411650286409
Brara.I03716	0.020482226409817093
Brara.I03757	0.4157530291941151
Brara.I03782	0.24685362688082674
Brara.I03792	0.19032255625203237
Brara.I03848	0.06179984381466726
Brara.I03850	0.056344350790829736
Brara.I03948	-0.0023200219431338247
Brara.I03951	-0.21824877718388117
Brara.I03962	0.1362813502182868
Brara.K00214	-0.10189263854453855
Brara.I04058	-0.10484292259348543
Brara.I04132	0.02314332427111858
Brara.I04143	0.1379520791897038
Brara.I04212	0.017928132393512142
Brara.I04215	-0.03045228296677144
Brara.I04327	-0.016201243613986505
Brara.I04331	0.3455580322493853
Brara.I04354	-0.6297160695774291
Brara.I04453	0.3488779640446374
Brara.I04555	0.38277816561087424
Brara.I04608	-0.16090110295611965
Brara.I04838	0.06477886985095008
Brara.I04952	-0.1798262751025516
Brara.I05007	0.8264503878850717
Brara.I05137	0.40210049103176326
Brara.I05160	0.07629637248738907
Brara.I05187	0.32566280901909517
Brara.I05603	-0.07901026576667222
Brara.I05641	0.21587397478217663
Brara.J00036	0.36343847060045215
Brara.J00238	0.2025124119772591
Brara.J00281	0.8255751773658908
Brara.J00378	-0.27982703125213926
Brara.J00468	-0.3475767483093165
Brara.J00673	0.2932239229061392
Brara.J00650	0.19521112252293435
Brara.J00787	0.4500181048153229
Brara.J00819	0.11838035820839252
Brara.J01038	0.1365537843307767
Brara.J01164	0.432364274518579
Brara.J01175	-0.08565771104938384
Brara.J01520	0.5547420480213117
Brara.J01527	0.522144882475489
Brara.J01533	0.22630462986062677
Brara.J01546	0.25940027317514036
Brara.J01681	0.5448006567747966
Brara.J01706	-0.1718281832263444
Brara.J01751	-0.053216241678116234
Brara.J01755	-0.18221423867815667
Brara.J01838	-0.16102465984270745
Brara.J01847	-0.3379243235339078
Brara.J01919	0.18519255494148684
Brara.J01963	0.24998051263889373
Brara.J01969	0.3355604254719704
Brara.J01998	0.050318342681103245
Brara.J02039	0.07922344777725399
Brara.K01009	0.45623290755295165
Brara.J02202	-0.025924296735656896
Brara.J02219	0.849229741188445
Brara.J02305	0.5932159553292647
Brara.J02645	-0.2710248725446358
Brara.B00205	-0.2783674592415431
Brara.J02564	0.1897784335308793
Brara.J02554	-0.11550828245054325
Brara.J02455	-0.24253654127876265
Brara.J02403	0.05480583063581873
Brara.J02373	-0.028354884449463172
Brara.J02371	-0.27184158774491984
Brara.J02746	0.4128837306076991
Brara.J02772	-0.028556546776492414
Brara.J02819	-0.209791287369607
