genes,trt,mean.value,root.voom5.module,query_id
BraA07g038900.3C,dead,-0.12204452448304855,yellowgreen,BRARA.G03340-MONOMER
BraA07g038900.3C,live,0.12204452448304852,yellowgreen,BRARA.G03340-MONOMER
BraA07g039550.3C,dead,0.1317716478170068,lightyellow,BRARA.G03401-MONOMER
BraA07g039550.3C,live,-0.13177164781700682,lightyellow,BRARA.G03401-MONOMER
BraA07g039940.3C,dead,-5.3288606210886e-4,paleturquoise,BRARA.G03434-MONOMER
BraA07g039940.3C,live,5.328860621088329e-4,paleturquoise,BRARA.G03434-MONOMER
BraA07g040960.3C,dead,0.22963923718432494,yellowgreen,BRARA.G03530-MONOMER
BraA07g040960.3C,live,-0.2296392371843249,yellowgreen,BRARA.G03530-MONOMER
BraA07g041460.3C,dead,0.2650568095788952,plum1,BRARA.G03577-MONOMER
BraA07g041460.3C,live,-0.26505680957889527,plum1,BRARA.G03577-MONOMER
BraA07g041620.3C,dead,0.006147015639740567,midnightblue,BRARA.G03591-MONOMER
BraA07g041620.3C,live,-0.006147015639740566,midnightblue,BRARA.G03591-MONOMER
BraA07g042030.3C,dead,-0.572077141491307,lightyellow,BRARA.G03627-MONOMER
BraA07g042030.3C,live,0.5720771414913071,lightyellow,BRARA.G03627-MONOMER
BraA07g042210.3C,dead,0.03025249094364806,midnightblue,BRARA.G03647-MONOMER
BraA07g042210.3C,live,-0.030252490943648073,midnightblue,BRARA.G03647-MONOMER
BraA07g043000.3C,dead,0.10563826985707116,red,BRARA.G03729-MONOMER
BraA07g043000.3C,live,-0.10563826985707116,red,BRARA.G03729-MONOMER
BraA08g000640.3C,dead,0.02194559335625811,red,BRARA.H00050-MONOMER
BraA08g000640.3C,live,-0.021945593356258068,red,BRARA.H00050-MONOMER
BraA08g001300.3C,dead,0.0879464480427464,midnightblue,BRARA.H00111-MONOMER
BraA08g001300.3C,live,-0.08794644804274637,midnightblue,BRARA.H00111-MONOMER
BraA08g001880.3C,dead,-0.07749554900066717,midnightblue,BRARA.H00154-MONOMER
BraA08g001880.3C,live,0.07749554900066721,midnightblue,BRARA.H00154-MONOMER
BraA08g001950.3C,dead,0.06422782061657221,midnightblue,BRARA.H00163-MONOMER
BraA08g001950.3C,live,-0.06422782061657234,midnightblue,BRARA.H00163-MONOMER
BraA08g004340.3C,dead,0.0444632927587823,midnightblue,BRARA.H00348-MONOMER
BraA08g004340.3C,live,-0.04446329275878232,midnightblue,BRARA.H00348-MONOMER
BraA08g005110.3C,dead,0.10612317021048275,midnightblue,BRARA.H00407-MONOMER
BraA08g005110.3C,live,-0.10612317021048276,midnightblue,BRARA.H00407-MONOMER
BraA08g008900.3C,dead,-0.006825092784465836,red,BRARA.H00581-MONOMER
BraA08g008900.3C,live,0.006825092784465861,red,BRARA.H00581-MONOMER
BraA08g011240.3C,dead,0.2648766888074597,plum1,BRARA.H00808-MONOMER
BraA08g011240.3C,live,-0.2648766888074597,plum1,BRARA.H00808-MONOMER
BraA08g011510.3C,dead,-0.13983894960062299,lightyellow,BRARA.H00833-MONOMER
BraA08g011510.3C,live,0.13983894960062296,lightyellow,BRARA.H00833-MONOMER
BraA08g015220.3C,dead,-0.08346860524267227,red,BRARA.H01137-MONOMER
BraA08g015220.3C,live,0.08346860524267229,red,BRARA.H01137-MONOMER
BraA08g016150.3C,dead,0.1211344562780716,red,BRARA.H01224-MONOMER
BraA08g016150.3C,live,-0.12113445627807158,red,BRARA.H01224-MONOMER
BraA08g016160.3C,dead,0.29053364191096787,plum1,BRARA.H01225-MONOMER
BraA08g016160.3C,live,-0.29053364191096787,plum1,BRARA.H01225-MONOMER
BraA08g016770.3C,dead,-0.4391244154577589,lightyellow,BRARA.H01283-MONOMER
BraA08g016770.3C,live,0.4391244154577588,lightyellow,BRARA.H01283-MONOMER
BraA08g017240.3C,dead,0.5047145692930182,plum1,MONOMER4K-15
BraA08g017240.3C,live,-0.5047145692930182,plum1,MONOMER4K-15
BraA08g018860.3C,dead,0.004408277890016727,midnightblue,BRARA.H01467-MONOMER
BraA08g018860.3C,live,-0.004408277890016786,midnightblue,BRARA.H01467-MONOMER
BraA08g020190.3C,dead,0.15180590043275818,plum1,BRARA.H01586-MONOMER
BraA08g020190.3C,live,-0.15180590043275816,plum1,BRARA.H01586-MONOMER
BraA08g023100.3C,dead,-0.03185971323485306,red,BRARA.H01870-MONOMER
BraA08g023100.3C,live,0.031859713234853086,red,BRARA.H01870-MONOMER
BraA08g025060.3C,dead,0.14508213090316513,yellowgreen,BRARA.H02067-MONOMER
BraA08g025060.3C,live,-0.14508213090316507,yellowgreen,BRARA.H02067-MONOMER
BraA08g025140.3C,dead,0.1494253566373847,midnightblue,BRARA.H02075-MONOMER
BraA08g025140.3C,live,-0.14942535663738468,midnightblue,BRARA.H02075-MONOMER
BraA08g026340.3C,dead,0.20151404520838823,lightyellow,BRARA.H02194-MONOMER
BraA08g026340.3C,live,-0.2015140452083881,lightyellow,BRARA.H02194-MONOMER
BraA08g027110.3C,dead,0.04301831845580646,lightyellow,BRARA.H02263-MONOMER
BraA08g027110.3C,live,-0.04301831845580646,lightyellow,BRARA.H02263-MONOMER
BraA08g027890.3C,dead,-0.04367779749011141,midnightblue,BRARA.H02334-MONOMER
BraA08g027890.3C,live,0.0436777974901114,midnightblue,BRARA.H02334-MONOMER
BraA08g027950.3C,dead,0.022972673927494726,red,BRARA.H02340-MONOMER
BraA08g027950.3C,live,-0.022972673927494754,red,BRARA.H02340-MONOMER
BraA08g028900.3C,dead,-0.229639850649173,lightyellow,BRARA.H02436-MONOMER
BraA08g028900.3C,live,0.22963985064917303,lightyellow,BRARA.H02436-MONOMER
BraA08g030080.3C,dead,0.09897657389007959,midnightblue,BRARA.H02560-MONOMER
BraA08g030080.3C,live,-0.09897657389007967,midnightblue,BRARA.H02560-MONOMER
BraA08g030720.3C,dead,0.044194651040167246,red,BRARA.H02632-MONOMER
BraA08g030720.3C,live,-0.044194651040167295,red,BRARA.H02632-MONOMER
BraA08g034890.3C,dead,0.11092201440405013,midnightblue,BRARA.H03050-MONOMER
BraA08g034890.3C,live,-0.11092201440405018,midnightblue,BRARA.H03050-MONOMER
BraA09g000670.3C,dead,0.5527815016173242,plum1,BRARA.I00009-MONOMER
BraA09g000670.3C,live,-0.5527815016173242,plum1,BRARA.I00009-MONOMER
BraA09g001210.3C,dead,-0.08190403819196443,paleturquoise,BRARA.I00208-MONOMER
BraA09g001210.3C,live,0.08190403819196443,paleturquoise,BRARA.I00208-MONOMER
BraA09g002120.3C,dead,0.10762688902190096,red,BRARA.I00126-MONOMER
BraA09g002120.3C,live,-0.10762688902190096,red,BRARA.I00126-MONOMER
BraA09g004370.3C,dead,-0.01671295196170889,midnightblue,BRARA.I00410-MONOMER
BraA09g004370.3C,live,0.016712951961708942,midnightblue,BRARA.I00410-MONOMER
BraA09g004710.3C,dead,0.011751862040545983,midnightblue,BRARA.I00431-MONOMER
BraA09g004710.3C,live,-0.011751862040545985,midnightblue,BRARA.I00431-MONOMER
BraA09g004820.3C,dead,0.2526560166419799,plum1,BRARA.I00442-MONOMER
BraA09g004820.3C,live,-0.2526560166419799,plum1,BRARA.I00442-MONOMER
BraA09g005080.3C,dead,-0.027429029749749725,red,BRARA.I00465-MONOMER
BraA09g005080.3C,live,0.027429029749749742,red,BRARA.I00465-MONOMER
BraA09g006630.3C,dead,0.11893353303547018,yellowgreen,BRARA.I00624-MONOMER
BraA09g006630.3C,live,-0.1189335330354702,yellowgreen,BRARA.I00624-MONOMER
BraA09g007870.3C,dead,0.0532760244674221,midnightblue,BRARA.I00745-MONOMER
BraA09g007870.3C,live,-0.05327602446742208,midnightblue,BRARA.I00745-MONOMER
BraA09g009450.3C,dead,-0.3231914404994603,lightyellow,BRARA.I00891-MONOMER
BraA09g009450.3C,live,0.3231914404994602,lightyellow,BRARA.I00891-MONOMER
BraA09g010060.3C,dead,0.033830353221654216,midnightblue,BRARA.I00955-MONOMER
BraA09g010060.3C,live,-0.03383035322165422,midnightblue,BRARA.I00955-MONOMER
BraA09g010360.3C,dead,0.34879902526564327,yellowgreen,BRARA.I00981-MONOMER
BraA09g010360.3C,live,-0.3487990252656433,yellowgreen,BRARA.I00981-MONOMER
BraA09g012280.3C,dead,-0.06032998516799147,red,BRARA.I01158-MONOMER
BraA09g012280.3C,live,0.060329985167991415,red,BRARA.I01158-MONOMER
BraA09g013400.3C,dead,-0.011019708157773566,midnightblue,BRARA.I01256-MONOMER
BraA09g013400.3C,live,0.01101970815777354,midnightblue,BRARA.I01256-MONOMER
BraA09g013500.3C,dead,0.10255638517429666,yellowgreen,BRARA.I01266-MONOMER
BraA09g013500.3C,live,-0.10255638517429665,yellowgreen,BRARA.I01266-MONOMER
BraA09g014610.3C,dead,0.03863122252163121,midnightblue,BRARA.I01346-MONOMER
BraA09g014610.3C,live,-0.03863122252163121,midnightblue,BRARA.I01346-MONOMER
BraA09g015120.3C,dead,-0.03405111288546096,red,BRARA.I01387-MONOMER
BraA09g015120.3C,live,0.03405111288546095,red,BRARA.I01387-MONOMER
BraA09g015540.3C,dead,-0.02291817643310144,red,BRARA.I01425-MONOMER
BraA09g015540.3C,live,0.022918176433101442,red,BRARA.I01425-MONOMER
BraA09g015550.3C,dead,0.7201864348531485,plum1,BRARA.I01426-MONOMER
BraA09g015550.3C,live,-0.7201864348531485,plum1,BRARA.I01426-MONOMER
BraA09g017610.3C,dead,-0.018171173277898023,lightyellow,BRARA.I01602-MONOMER
BraA09g017610.3C,live,0.018171173277897978,lightyellow,BRARA.I01602-MONOMER
BraA09g018750.3C,dead,0.02968443489511549,red,BRARA.I01704-MONOMER
BraA09g018750.3C,live,-0.02968443489511555,red,BRARA.I01704-MONOMER
BraA09g020570.3C,dead,0.003712535800733493,midnightblue,BRARA.I01845-MONOMER
BraA09g020570.3C,live,-0.0037125358007335544,midnightblue,BRARA.I01845-MONOMER
BraA09g022960.3C,dead,-0.019984065458433616,red,BRARA.I02008-MONOMER
BraA09g022960.3C,live,0.019984065458433606,red,BRARA.I02008-MONOMER
BraA09g023620.3C,dead,0.04707632411025531,red,BRARA.I02064-MONOMER
BraA09g023620.3C,live,-0.04707632411025535,red,BRARA.I02064-MONOMER
BraA09g024860.3C,dead,0.0903719126870782,yellowgreen,BRARA.I02130-MONOMER
BraA09g024860.3C,live,-0.0903719126870782,yellowgreen,BRARA.I02130-MONOMER
BraA09g025320.3C,dead,-0.13867487324034633,lightyellow,BRARA.I02189-MONOMER
BraA09g025320.3C,live,0.13867487324034633,lightyellow,BRARA.I02189-MONOMER
BraA09g025510.3C,dead,0.0887923601438941,lightyellow,BRARA.I02198-MONOMER
BraA09g025510.3C,live,-0.08879236014389412,lightyellow,BRARA.I02198-MONOMER
BraA09g025690.3C,dead,0.13733489652747485,yellowgreen,BRARA.I02216-MONOMER
BraA09g025690.3C,live,-0.1373348965274749,yellowgreen,BRARA.I02216-MONOMER
BraA09g027190.3C,dead,-0.039061511262892236,lightyellow,BRARA.I02341-MONOMER
BraA09g027190.3C,live,0.039061511262892167,lightyellow,BRARA.I02341-MONOMER
BraA09g028520.3C,dead,0.07824851391719068,yellowgreen,BRARA.I02312-MONOMER
BraA09g028520.3C,live,-0.07824851391719073,yellowgreen,BRARA.I02312-MONOMER
BraA09g029920.3C,dead,-0.0740008017505316,midnightblue,BRARA.I02496-MONOMER
BraA09g029920.3C,live,0.07400080175053164,midnightblue,BRARA.I02496-MONOMER
BraA09g032920.3C,dead,0.03432095588432427,lightyellow,BRARA.I02607-MONOMER
BraA09g032920.3C,live,-0.034320955884324246,lightyellow,BRARA.I02607-MONOMER
BraA09g034540.3C,dead,0.28868901291457527,yellowgreen,BRARA.I02805-MONOMER
BraA09g034540.3C,live,-0.28868901291457527,yellowgreen,BRARA.I02805-MONOMER
BraA09g034920.3C,dead,0.010694926814537832,red,BRARA.I02843-MONOMER
BraA09g034920.3C,live,-0.010694926814537821,red,BRARA.I02843-MONOMER
BraA09g035170.3C,dead,-0.08578707438738167,red,BRARA.I02858-MONOMER
BraA09g035170.3C,live,0.08578707438738167,red,BRARA.I02858-MONOMER
BraA09g036060.3C,dead,0.27396159350571886,plum1,BRARA.I02926-MONOMER
BraA09g036060.3C,live,-0.27396159350571886,plum1,BRARA.I02926-MONOMER
BraA09g037260.3C,dead,0.06831016808964363,midnightblue,BRARA.I03033-MONOMER
BraA09g037260.3C,live,-0.06831016808964362,midnightblue,BRARA.I03033-MONOMER
BraA09g037300.3C,dead,-0.07109517060004514,paleturquoise,BRARA.I03038-MONOMER
BraA09g037300.3C,live,0.07109517060004515,paleturquoise,BRARA.I03038-MONOMER
BraA09g039330.3C,dead,0.020512622875718242,red,BRARA.I03202-MONOMER
BraA09g039330.3C,live,-0.020512622875718242,red,BRARA.I03202-MONOMER
BraA09g039860.3C,dead,-0.02246663815813685,red,BRARA.I03246-MONOMER
BraA09g039860.3C,live,0.02246663815813684,red,BRARA.I03246-MONOMER
BraA09g040150.3C,dead,0.09863625795202804,yellowgreen,BRARA.I03274-MONOMER
BraA09g040150.3C,live,-0.09863625795202809,yellowgreen,BRARA.I03274-MONOMER
BraA09g041460.3C,dead,-0.1350016313739053,lightyellow,BRARA.I03380-MONOMER
BraA09g041460.3C,live,0.13500163137390528,lightyellow,BRARA.I03380-MONOMER
BraA09g042540.3C,dead,0.05549172930246758,red,BRARA.I03465-MONOMER
BraA09g042540.3C,live,-0.055491729302467624,red,BRARA.I03465-MONOMER
BraA09g044140.3C,dead,-0.08426243424214426,midnightblue,BRARA.I03608-MONOMER
BraA09g044140.3C,live,0.08426243424214425,midnightblue,BRARA.I03608-MONOMER
BraA09g045420.3C,dead,-0.048524100274346116,red,BRARA.I03716-MONOMER
BraA09g045420.3C,live,0.04852410027434612,red,BRARA.I03716-MONOMER
BraA09g046170.3C,dead,0.02704724736494101,paleturquoise,BRARA.I03785-MONOMER
BraA09g046170.3C,live,-0.027047247364941,paleturquoise,BRARA.I03785-MONOMER
BraA09g046250.3C,dead,-0.02992908372971152,red,BRARA.I03793-MONOMER
BraA09g046250.3C,live,0.029929083729711585,red,BRARA.I03793-MONOMER
BraA09g047230.3C,dead,-0.04085142642791122,paleturquoise,BRARA.I03890-MONOMER
BraA09g047230.3C,live,0.04085142642791124,paleturquoise,BRARA.I03890-MONOMER
BraA09g048600.3C,dead,-0.032424127786344334,red,BRARA.I04008-MONOMER
BraA09g048600.3C,live,0.03242412778634433,red,BRARA.I04008-MONOMER
BraA09g048700.3C,dead,0.03138326147048482,red,BRARA.I04017-MONOMER
BraA09g048700.3C,live,-0.03138326147048481,red,BRARA.I04017-MONOMER
BraA09g049420.3C,dead,-0.09983479243721316,midnightblue,BRARA.I04088-MONOMER
BraA09g049420.3C,live,0.09983479243721316,midnightblue,BRARA.I04088-MONOMER
BraA09g050940.3C,dead,0.1672911451179729,plum1,BRARA.I04230-MONOMER
BraA09g050940.3C,live,-0.1672911451179729,plum1,BRARA.I04230-MONOMER
BraA09g051150.3C,dead,0.1831159275665741,yellowgreen,BRARA.I04250-MONOMER
BraA09g051150.3C,live,-0.1831159275665741,yellowgreen,BRARA.I04250-MONOMER
BraA09g054360.3C,dead,0.18113329139541628,paleturquoise,BRARA.I04544-MONOMER
BraA09g054360.3C,live,-0.18113329139541628,paleturquoise,BRARA.I04544-MONOMER
BraA09g055020.3C,dead,-0.0893758496627956,lightyellow,BRARA.I04594-MONOMER
BraA09g055020.3C,live,0.0893758496627956,lightyellow,BRARA.I04594-MONOMER
BraA09g055130.3C,dead,-0.032831505008937986,red,BRARA.I04605-MONOMER
BraA09g055130.3C,live,0.03283150500893797,red,BRARA.I04605-MONOMER
BraA09g060910.3C,dead,-0.1886758991528721,lightyellow,BRARA.I05131-MONOMER
BraA09g060910.3C,live,0.18867589915287208,lightyellow,BRARA.I05131-MONOMER
BraA09g060970.3C,dead,0.275592665139894,yellowgreen,BRARA.I05137-MONOMER
BraA09g060970.3C,live,-0.275592665139894,yellowgreen,BRARA.I05137-MONOMER
BraA09g062130.3C,dead,0.01345916997484475,red,BRARA.I05247-MONOMER
BraA09g062130.3C,live,-0.01345916997484477,red,BRARA.I05247-MONOMER
BraA09g063700.3C,dead,-0.06255940843073841,lightyellow,BRARA.I05390-MONOMER
BraA09g063700.3C,live,0.0625594084307385,lightyellow,BRARA.I05390-MONOMER
BraA09g063880.3C,dead,0.0030757638580647013,red,BRARA.I05404-MONOMER
BraA09g063880.3C,live,-0.0030757638580646723,red,BRARA.I05404-MONOMER
BraA09g065580.3C,dead,-0.02403000435679045,lightyellow,BRARA.I05555-MONOMER
BraA09g065580.3C,live,0.024030004356790438,lightyellow,BRARA.I05555-MONOMER
BraA09g066170.3C,dead,0.31039326544508955,plum1,BRARA.I05641-MONOMER
BraA09g066170.3C,live,-0.3103932654450896,plum1,BRARA.I05641-MONOMER
BraA09g066190.3C,dead,-0.0792669875882101,paleturquoise,BRARA.I05639-MONOMER
BraA09g066190.3C,live,0.07926698758821005,paleturquoise,BRARA.I05639-MONOMER
BraA09g066200.3C,dead,-0.04373051482583046,paleturquoise,BRARA.I05638-MONOMER
BraA09g066200.3C,live,0.04373051482583042,paleturquoise,BRARA.I05638-MONOMER
BraA10g000410.3C,dead,-0.05919703698387477,paleturquoise,BRARA.J00035-MONOMER
BraA10g000410.3C,live,0.05919703698387478,paleturquoise,BRARA.J00035-MONOMER
BraA10g000420.3C,dead,-0.09885599481448748,paleturquoise,BRARA.J00036-MONOMER
BraA10g000420.3C,live,0.0988559948144875,paleturquoise,BRARA.J00036-MONOMER
BraA10g001530.3C,dead,-0.014565859700422096,red,MONOMER4K-486
BraA10g001530.3C,live,0.014565859700422082,red,MONOMER4K-486
BraA10g001880.3C,dead,-0.014592071143609915,midnightblue,BRARA.J00172-MONOMER
BraA10g001880.3C,live,0.01459207114360982,midnightblue,BRARA.J00172-MONOMER
BraA10g002100.3C,dead,0.05079511251756554,red,BRARA.J00188-MONOMER
BraA10g002100.3C,live,-0.05079511251756554,red,BRARA.J00188-MONOMER
BraA10g002770.3C,dead,-0.03977442340941351,paleturquoise,BRARA.J00238-MONOMER
BraA10g002770.3C,live,0.03977442340941354,paleturquoise,BRARA.J00238-MONOMER
BraA10g002890.3C,dead,-0.12874427153861331,red,BRARA.J00248-MONOMER
BraA10g002890.3C,live,0.12874427153861331,red,BRARA.J00248-MONOMER
BraA10g005500.3C,dead,0.011798352061628072,lightyellow,BRARA.J00469-MONOMER
BraA10g005500.3C,live,-0.011798352061628044,lightyellow,BRARA.J00469-MONOMER
BraA10g006590.3C,dead,0.07399762716187326,midnightblue,BRARA.J00539-MONOMER
BraA10g006590.3C,live,-0.07399762716187325,midnightblue,BRARA.J00539-MONOMER
BraA10g007140.3C,dead,0.14860045713430978,red,BRARA.J00598-MONOMER
BraA10g007140.3C,live,-0.14860045713430975,red,BRARA.J00598-MONOMER
BraA10g007880.3C,dead,-0.06919750206082555,lightyellow,BRARA.J00672-MONOMER
BraA10g007880.3C,live,0.06919750206082555,lightyellow,BRARA.J00672-MONOMER
BraA10g008260.3C,dead,-0.18984345209463727,plum1,BRARA.J00580-MONOMER
BraA10g008260.3C,live,0.18984345209463727,plum1,BRARA.J00580-MONOMER
BraA10g012330.3C,dead,1.6518992800685015e-4,red,BRARA.J00898-MONOMER
BraA10g012330.3C,live,-1.6518992800677035e-4,red,BRARA.J00898-MONOMER
BraA10g013330.3C,dead,0.03133515990064938,midnightblue,BRARA.J00990-MONOMER
BraA10g013330.3C,live,-0.031335159900649376,midnightblue,BRARA.J00990-MONOMER
BraA10g013790.3C,dead,-0.018093510804745673,red,BRARA.J01029-MONOMER
BraA10g013790.3C,live,0.018093510804745666,red,BRARA.J01029-MONOMER
BraA10g015690.3C,dead,0.24191687264517706,lightyellow,BRARA.J01171-MONOMER
BraA10g015690.3C,live,-0.24191687264517706,lightyellow,BRARA.J01171-MONOMER
BraA10g016760.3C,dead,-0.0409578322380493,paleturquoise,BRARA.J01273-MONOMER
BraA10g016760.3C,live,0.04095783223804936,paleturquoise,BRARA.J01273-MONOMER
BraA10g019790.3C,dead,-0.008129478266449547,red,BRARA.J01541-MONOMER
BraA10g019790.3C,live,0.008129478266449544,red,BRARA.J01541-MONOMER
BraA10g020320.3C,dead,0.02528561154339273,lightyellow,BRARA.J01587-MONOMER
BraA10g020320.3C,live,-0.02528561154339272,lightyellow,BRARA.J01587-MONOMER
BraA10g020910.3C,dead,-0.10493873234759091,paleturquoise,BRARA.J01645-MONOMER
BraA10g020910.3C,live,0.10493873234759095,paleturquoise,BRARA.J01645-MONOMER
BraA10g021520.3C,dead,-0.007954644260725128,red,MONOMER4K-501
BraA10g021520.3C,live,0.007954644260725117,red,MONOMER4K-501
BraA10g022900.3C,dead,-0.0395500445273539,midnightblue,BRARA.J01840-MONOMER
BraA10g022900.3C,live,0.039550044527353896,midnightblue,BRARA.J01840-MONOMER
BraA10g023190.3C,dead,-0.3165320758696393,lightyellow,BRARA.J01873-MONOMER
BraA10g023190.3C,live,0.31653207586963933,lightyellow,BRARA.J01873-MONOMER
BraA10g023310.3C,dead,-0.005668269868353083,red,BRARA.J01883-MONOMER
BraA10g023310.3C,live,0.005668269868353084,red,BRARA.J01883-MONOMER
BraA10g023380.3C,dead,-0.07560897847597337,paleturquoise,BRARA.J01891-MONOMER
BraA10g023380.3C,live,0.07560897847597338,paleturquoise,BRARA.J01891-MONOMER
BraA10g025260.3C,dead,-0.17619510834007526,paleturquoise,BRARA.J02080-MONOMER
BraA10g025260.3C,live,0.17619510834007535,paleturquoise,BRARA.J02080-MONOMER
BraA10g025440.3C,dead,0.1003953957012364,red,BRARA.J02099-MONOMER
BraA10g025440.3C,live,-0.10039539570123639,red,BRARA.J02099-MONOMER
BraA10g025480.3C,dead,-0.010721633301514748,red,BRARA.J02103-MONOMER
BraA10g025480.3C,live,0.01072163330151473,red,BRARA.J02103-MONOMER
BraA10g025800.3C,dead,0.01180178630043895,lightyellow,BRARA.J02137-MONOMER
BraA10g025800.3C,live,-0.011801786300438979,lightyellow,BRARA.J02137-MONOMER
BraA10g026300.3C,dead,-0.14788822805912846,lightyellow,BRARA.J02188-MONOMER
BraA10g026300.3C,live,0.1478882280591285,lightyellow,BRARA.J02188-MONOMER
BraA10g028200.3C,dead,-0.16372146052368014,red,BRARA.J02674-MONOMER
BraA10g028200.3C,live,0.1637214605236802,red,BRARA.J02674-MONOMER
BraA10g028700.3C,dead,0.040208061439258966,red,BRARA.J02622-MONOMER
BraA10g028700.3C,live,-0.04020806143925897,red,BRARA.J02622-MONOMER
BraA10g028770.3C,dead,-0.028441475257714767,red,BRARA.J02614-MONOMER
BraA10g028770.3C,live,0.028441475257714767,red,BRARA.J02614-MONOMER
BraA10g028830.3C,dead,-0.19775401988996158,paleturquoise,BRARA.J02607-MONOMER
BraA10g028830.3C,live,0.19775401988996158,paleturquoise,BRARA.J02607-MONOMER
BraA10g029950.3C,dead,-0.014033185667683554,red,BRARA.J02501-MONOMER
BraA10g029950.3C,live,0.014033185667683558,red,BRARA.J02501-MONOMER
BraA10g030090.3C,dead,-0.2729625548914441,paleturquoise,BRARA.J02488-MONOMER
BraA10g030090.3C,live,0.2729625548914441,paleturquoise,BRARA.J02488-MONOMER
BraA10g030250.3C,dead,7.929374316528098e-4,red,BRARA.J02472-MONOMER
BraA10g030250.3C,live,-7.929374316528327e-4,red,BRARA.J02472-MONOMER
BraA10g030320.3C,dead,-0.008363125203627718,lightyellow,BRARA.J02466-MONOMER
BraA10g030320.3C,live,0.00836312520362773,lightyellow,BRARA.J02466-MONOMER
BraA10g030600.3C,dead,0.08777112638281874,midnightblue,BRARA.J02437-MONOMER
BraA10g030600.3C,live,-0.08777112638281864,midnightblue,BRARA.J02437-MONOMER
BraA10g030890.3C,dead,0.044553853789312106,yellowgreen,BRARA.J02414-MONOMER
BraA10g030890.3C,live,-0.044553853789312106,yellowgreen,BRARA.J02414-MONOMER
BraA10g031320.3C,dead,0.14989847305562154,yellowgreen,BRARA.J02370-MONOMER
BraA10g031320.3C,live,-0.14989847305562157,yellowgreen,BRARA.J02370-MONOMER
