ID	PC	value
putrescine	root_PC3	-1.178162252519843
xanthine	root_PC3	-1.0070136666879046
3-cyano-L-alanine	root_PC3	-1.0066192225710089
L-lysine	root_PC3	-0.9760512418336149
3-cyano-L-alanine	root_PC3	-0.9651223576945431
pseudouridine	root_PC3	-0.9585420612183253
allantoate	root_PC3	-0.8825257849214835
galactinol	root_PC3	0.8703786948950878
D-gluconate	root_PC3	-0.8682878492134742
L-ornithine	root_PC3	0.8451657913868532
L-tyrosine	root_PC3	-0.840016046210073
0	root_PC3	0.8362409525727487
N-acetyl-L-ornithine	root_PC3	-0.827428492534079
raffinose	root_PC3	0.8181315903539443
L-asparagine	root_PC3	-0.7909674596957766
L-isoleucine	root_PC3	-0.7773144050611575
guanine	root_PC3	-0.7698326715624194
gentiobiose	root_PC3	-0.768564059540765
L-valine	root_PC3	-0.7671430659892868
1-kestotriose	root_PC3	0.7667114655914321
L-methionine	root_PC3	-0.758546944706351
isocitrate	root_PC3	0.7474940702682529
NA	root_PC3	0.7462016095306352
L-alanine	root_PC3	-0.7402713602185106
sucrose	root_PC3	0.7234409948484828
L-threonate	root_PC3	-0.685029075704605
L,L-homocystine	root_PC3	-0.6794137215771462
L-leucine	root_PC3	-0.6791688688692864
L-tryptophan	root_PC3	-0.6722226620873459
monodehydroascorbate radical	root_PC3	0.6665641023555179
0	root_PC3	-0.6547149991542316
L-arabinitol	root_PC3	-0.6481584706434649
NA	root_PC3	0.6333630069426897
0	root_PC3	-0.6263844300218873
2-phenylethylamine	root_PC3	-0.6209533481055102
β-D-fructofuranose 6-phosphate	root_PC3	0.6160273381531568
α-D-glucose 6-phosphate	root_PC3	0.61590766842261635
0	root_PC3	0.6061029461580278
L-proline	root_PC3	-0.6044665249197494
0	root_PC3	0.5975300724508606
α-D-ribofuranose	root_PC3	-0.5857383860444221
1D-myo-inositol 4-monophosphate	root_PC3	0.5584497810928112
0	root_PC3	-0.5580153531144167
citrate	root_PC3	0.5501250060889519
L-quinate	root_PC3	0.5333478748408659
0	root_PC3	0.5313716564479319
phosphate	root_PC3	0.520806074752376
D-glucono-1,5-lactone	root_PC3	-0.5197033760066085
D-hexose 6-phosphate	root_PC3	0.5170051701988426
glycerol	root_PC3	-0.5168579774643958
uracil	root_PC3	-0.5129332490649756
ethanolamine	root_PC3	-0.5035237899922784
Brara.A00171		-0.08952454677376533
Brara.A00407		0.6402461438024167
Brara.A00487		-0.9216212785109161
Brara.A00575		-0.006508501978241831
Brara.A00663		-0.2559364169386916
Brara.A00771		0.021614749130171293
Brara.A00983		-0.1382122013879337
Brara.A01027		-0.07914188899341418
Brara.A01064		1.5214467892104966
Brara.A01067		-0.45250022413650465
Brara.A01068		-0.1341733652901777
Brara.A01222		0.46967877205707975
Brara.A01404		0.09822833836599551
Brara.A01511		0.24116568433236296
Brara.A01575		-0.04018793625922773
Brara.A01839		-0.008703305724248454
Brara.A01898		6.916437772891044e-4
Brara.A01977		0.3771464852149653
Brara.A02100		0.01669352913995614
Brara.A02124		0.027558564309005988
Brara.A02138		-0.3047898750868177
Brara.A02551		-0.026787391296597254
Brara.A02571		0.9868417896472221
Brara.A02643		-0.04268020324413202
Brara.A02878		0.11352277104935532
Brara.A02932		-0.05225556796295359
Brara.A02957		-0.12964710304503
Brara.A03446		0.0726255279753539
Brara.A03472		-0.012771339622564425
Brara.A03545		0.01981414773607476
Brara.A03577		0.8682796644224495
Brara.A03622		0.6223874458835378
Brara.A03736		0.23818764206927356
Brara.A03799		-0.36386216438516056
Brara.A03934		-0.09385928957827375
Brara.B00132		-0.13038767951275865
Brara.B00172		-0.6135366626156905
Brara.B00341		0.48881686483054554
Brara.B00380		0.634277758570226
Brara.B00450		0.47121072496641886
Brara.B00585		-0.04912659630672577
Brara.B00648		0.15817743986114585
Brara.B00652		0.06581106745516592
Brara.B00664		-0.14677048676017773
Brara.B00745		0.07739854084987942
Brara.B00831		0.16609190975458618
Brara.B00910		-0.410928088858862
Brara.B00918		-0.03151901593007382
Brara.B01021		0.07984439980329983
Brara.B01093		0.030718455428274737
Brara.B01097		0.3542585971659647
Brara.B01139		-0.14867562555122202
Brara.B01140		0.09280235546469986
Brara.B01291		0.7535613957459335
Brara.B01364		-0.0186162795403962
Brara.B01382		-0.007619661982736101
Brara.B01555		0.21255128996071793
Brara.B01717		-0.010155643591980852
Brara.B01759		-0.005967668109512728
Brara.B01925		0.015180179892811747
Brara.B02007		0.06958271823971643
Brara.B02126		-0.13215248045887765
Brara.B02247		0.07697762827591306
Brara.B02193		1.0428926558956861
Brara.B02290		0.9447672192165165
Brara.B02300		0.48616852042899195
Brara.B02303		0.024274532619369696
Brara.B02331		-0.30623778438727983
Brara.B02343		0.14334737869035902
Brara.B02498		0.19102153678254102
Brara.B02501		0.02348042736713659
Brara.B02565		-0.11702127789373035
Brara.B02542		0.2246168293046793
Brara.B02699		0.0874394099759848
Brara.B02749		0.05705950406704552
Brara.B02534		-0.12771087092612593
Brara.B02445		-0.49536014621458935
Brara.B02422		-0.07566283093097745
Brara.B03324		-0.018219386885760837
Brara.B03336		0.5285766441526059
Brara.B03463		-0.1037281423687476
Brara.B03668		0.03529725414973964
Brara.B03727		-0.13115014661590615
Brara.B03850		0.019352949125586154
Brara.B03939		-0.012534733757948006
Brara.C00006		0.14914106522123782
Brara.C00189		0.3291829533025861
Brara.C00209		0.342332904814148
Brara.H01255		-0.19098258787302785
Brara.C00494		-0.3844704891771048
Brara.C00562		-0.005262404070036256
Brara.C00776		-0.11866790912886824
Brara.C01027		-0.03802792663107237
Brara.C01255		-0.08598210504631865
Brara.C01275		-0.22072565664552488
Brara.C01390		-0.004298415641477905
Brara.C01419		0.10920691655240228
Brara.C01860		-0.002004194805964996
Brara.C01952		0.24305216894352683
Brara.C02180		-0.2958707260346022
Brara.C02212		0.22499265494173357
Brara.C02373		0.11684027812041727
Brara.C02422		0.6575827291549712
Brara.C02736		-0.28180287721035535
Brara.C02825		0.7342701934913715
Brara.C02928		-0.06958141554923337
Brara.K01603		0.04257522257786621
Brara.C03007		0.10870689976468348
Brara.C03029		-0.13858450649469467
Brara.C03578		0.7765699064226348
Brara.C03704		0.09713751254646584
Brara.C03824		0.09350127026986635
Brara.C03894		0.4841129409541644
Brara.C03916		-0.09636285992428166
Brara.C03939		0.006776180127865518
Brara.C03943		-0.5306868460491183
Brara.C04123		0.01011395376524534
Brara.C04377		0.02342791784601904
Brara.C04534		0.03755700911983533
Brara.C04590		0.29971269828683766
Brara.K00743		0.4359266955526986
Brara.K01497		-0.08303542626841703
Brara.K01490		0.3067369883350072
Brara.K00070		1.5031362168279152
Brara.K00673		-0.1268823486011862
Brara.K01466		-0.059726950294074516
Brara.K00342		0.031050001148954787
Brara.K00598		-0.0691860598994052
Brara.K00588		-0.10315490976230257
Brara.K01709		0.40196819363051617
Brara.D00143		0.11260522880260966
Brara.D00280		0.12399948873586988
Brara.D00419		0.03499254626193573
Brara.D00425		0.050894702716019924
Brara.D00633		0.7141386223745402
Brara.D00731		0.430701696083553
Brara.D00814		0.011461405658684507
Brara.D01058		0.1913436218431624
Brara.D01101		0.41911573501993127
Brara.D01116		-0.01162426451691942
Brara.D01132		0.07675205256764078
Brara.D01165		0.3071719213554137
Brara.D01245		0.3523022170230469
Brara.D01287		-0.018928032100892663
Brara.D01315		-0.08147433930601156
Brara.D01723		0.6588810646105107
Brara.D01764		0.5058188783221522
Brara.D01767		0.6543508506735436
Brara.D01769		0.6035159092605777
Brara.D01782		0.04178384976797585
Brara.D01802		-0.011237047519508428
Brara.D01938		0.5454396973970297
Brara.D01945		0.024072196800526934
Brara.D02018		0.051014999836217184
Brara.D02256		0.3895523641362905
Brara.D02353		0.26629060228302853
Brara.D02737		0.11863088970233344
Brara.D02763		-0.07236508237399814
Brara.D02810		0.20071416643392365
Brara.E00025		0.41054288024337715
Brara.E00089		0.3395207247156009
Brara.E00228		-0.09540916147479508
Brara.E00262		-0.03932265931465831
Brara.E00289		-0.09126143693306667
Brara.E00330		0.020500201102438595
Brara.E00353		-0.22738046481449564
Brara.E00538		-0.18105571882307575
Brara.E00931		0.23345286350265954
Brara.E01057		-0.4672137760700531
Brara.E01061		-0.03798324947014458
Brara.E01333		-0.16717268883452205
Brara.E01359		1.91680563592376
Brara.E01384		0.5564686219610473
Brara.E01438		-0.15854224916497356
Brara.E01443		0.24530926245154622
Brara.E01530		-0.12587933606410331
Brara.E01923		0.09474473387185603
Brara.J02745		0.07314029414074674
Brara.E01783		-0.08152398867116578
Brara.E01970		0.41340487383387514
Brara.E02039		-0.2629630838752896
Brara.E02170		0.009638837035219984
Brara.E02537		-0.22184308550943743
Brara.E02550		-0.27604382486349566
Brara.E02583		0.34376293508718025
Brara.E02604		0.0639228415626737
Brara.E02637		0.7070246293164946
Brara.E02641		0.10383535176613065
Brara.E02727		-0.07515917950034617
Brara.E02742		-0.08537233858219254
Brara.E02752		1.7895233504067667
Brara.E02818		1.3256970888799966
Brara.E02898		-0.5693555330175326
Brara.E03043		-0.25682577986262134
Brara.E03180		0.7623767427702168
Brara.E03237		-0.3289504897802893
Brara.E03313		0.170004115730774
Brara.E03409		0.14661704437517759
Brara.E03652		0.09681469381280353
Brara.E03561		0.16259663777577943
Brara.E03526		-0.024764862355337938
Brara.E03496		-0.19512517175480804
Brara.F00006		0.23292007365987338
Brara.E00929		-0.3132936453768874
Brara.F00048		0.003714154370648791
Brara.F00092		0.06827906613399337
Brara.F00097		0.04673817658107851
Brara.K01439		-0.3037507715800826
Brara.F00634		0.10269142317458235
Brara.F00869		0.06903221011141789
Brara.F00870		-0.04624731366605905
Brara.F00926		-0.2896010975281378
Brara.F01057		-0.10757123092713827
Brara.F01443		-0.05671637950715608
Brara.F01445		0.013871715731481476
Brara.F01715		-0.0979120370528282
Brara.F01734		0.1111277878396448
Brara.F01745		0.06687805192699112
Brara.F01800		-0.024337072695227974
Brara.F01803		-0.12549844192089055
Brara.F01878		0.3771132412702768
Brara.F02160		0.6405221262699774
Brara.F02116		-0.3188249764012003
Brara.F02228		-0.08163152040051125
Brara.F02252		0.12774968451517973
Brara.F02314		-0.0904322516755024
Brara.F02339		0.18050462865469524
Brara.F02411		0.003773100392013118
Brara.F02688		-0.3434779661563203
Brara.F02698		-0.30382326193799447
Brara.F02866		0.028310580512059258
Brara.F03058		-0.03797839919866469
Brara.F03199		0.2827055248595198
Brara.F03480		0.10768391027814068
Brara.F03494		-0.12327592589798533
Brara.F03557		-0.13335905149704874
Brara.F03573		0.2027937302821045
Brara.F03660		0.061489364392725177
Brara.F03711		-0.22949558031206227
Brara.F03831		0.061318316599780244
Brara.G00302		-0.2836947112015993
Brara.G00492		0.6226232258057091
Brara.G00509		-0.03260908953233457
Brara.G00863		0.4122836909509634
Brara.G01088		0.12482826261417203
Brara.G01253		0.36175480411093347
Brara.G01283		-0.05679093654705861
Brara.G01317		0.38417194452205
Brara.G01423		-0.6797795008057945
Brara.G01460		0.37722248391562874
Brara.G01469		-0.08919460508821123
Brara.G01504		-0.15041621073626604
Brara.G01572		-0.02908708837357553
Brara.G01583		-0.6087004549843995
Brara.G01592		0.17990623102009157
Brara.G01634		0.07911695260283552
Brara.G01744		-0.028540429358813978
Brara.G01800		0.0822299877860419
Brara.G01920		-0.046826238616375034
Brara.G01924		-0.05397486565091128
Brara.G01992		-0.29212905514404763
Brara.G02031		0.027444102722254175
Brara.G02282		-0.1934809506289083
Brara.G02364		0.43101731220515305
Brara.G02401		-0.09450196622796816
Brara.G02539		-0.08447365291249112
Brara.G02592		-0.5182586606744326
Brara.G02732		0.020224965148317856
Brara.G02830		-0.20615068473734577
Brara.G02939		0.38164895937497423
Brara.G03060		0.06660859490792147
Brara.G03296		0.1078869016056781
Brara.G03316		0.08536542188637719
Brara.G03334		-0.18843307069487264
Brara.G03340		-0.11810805673282285
Brara.G03401		0.18033197373130144
Brara.G03434		-0.02865565578387005
Brara.G03530		0.535038837556189
Brara.G03577		0.4742401823567576
Brara.G03591		0.05825210309100409
Brara.G03627		-0.7836044562192839
Brara.G03647		0.0746757292538523
Brara.G03729		0.2144221859877377
Brara.H00050		0.2280692407137651
Brara.H00111		0.0322034080809086
Brara.H00154		-0.21562832705322132
Brara.H00163		-0.021592627416368908
Brara.H00348		-0.10407607993433202
Brara.H00407		0.14727028074868992
Brara.H00581		0.04863216745486431
Brara.H00808		0.562889593992327
Brara.H00833		-0.0609090158559733
Brara.H01137		0.15549031248526085
Brara.H01224		0.4424494548415079
Brara.H01225		0.5903747641457601
Brara.H01283		-0.5170453515078123
Brara.H01467		-0.07471467633015813
Brara.H01586		0.3476778627338406
Brara.H01870		-0.14154889002885418
Brara.H02067		0.24285910654300102
Brara.H02075		0.251011656074795
Brara.H02194		0.3447963829789921
Brara.H02263		0.04155384916934481
Brara.H02334		-0.0720419138712082
Brara.H02340		0.07836541080326632
Brara.H02436		-0.33884664680191534
Brara.H02560		0.3372694327440908
Brara.H02632		0.04658581637511797
Brara.H03050		0.1492745796013783
Brara.I00009		1.5424487766592008
Brara.I00208		-0.2280335617897247
Brara.I00126		0.30477718276045707
Brara.I00410		-0.1562075236431883
Brara.I00431		0.20641932190078013
Brara.I00442		0.5598158384597041
Brara.I00465		-0.13007421398953747
Brara.I00624		0.2641887101683398
Brara.I00745		0.15823031859501496
Brara.I00891		-0.459373070323432
Brara.I00955		-0.011067550171534966
Brara.I00981		0.5478949569565468
Brara.I01158		-0.21720167004877364
Brara.I01256		-0.05903554764043767
Brara.I01266		0.1701541087229354
Brara.I01346		0.08291059245702243
Brara.I01387		-0.14595839904936966
Brara.I01425		-0.049784114536232084
Brara.I01426		1.671752699196404
Brara.I01602		0.1970683309430331
Brara.I01704		-0.007345922309905869
Brara.I01845		0.1523148178103089
Brara.I02008		-0.05425771353212869
Brara.I02064		0.04401520444062924
Brara.I02130		0.21237799648538463
Brara.I02189		-0.13343478186277688
Brara.I02198		0.11712323149813525
Brara.I02216		0.25117892092366834
Brara.I02341		0.027215045166673092
Brara.I02312		0.21744225026408964
Brara.I02496		-0.09513173826025878
Brara.I02607		0.20046631264751952
Brara.I02805		0.5751511079779419
Brara.I02843		0.061273486385925335
Brara.I02858		-0.31341935086217315
Brara.I02926		0.7006070720745925
Brara.I03033		0.09590422984682884
Brara.I03038		-0.16954103015774383
Brara.I03202		0.07409711650435165
Brara.I03246		-0.017847046014507414
Brara.I03274		0.26120360856538305
Brara.I03380		-0.16228843461913495
Brara.I03465		0.10670078820086598
Brara.I03608		0.18738427922306575
Brara.I03716		-0.14433963861684768
Brara.I03785		0.004289216682447952
Brara.I03793		-0.08990889234330507
Brara.I03890		-0.13707234438372978
Brara.I04008		-0.09402364215040165
Brara.I04017		-0.047869011143595305
Brara.I04088		-0.2335048262183776
Brara.I04230		0.31226600410288763
Brara.I04250		0.25130509960221126
Brara.I04544		0.29973265741082816
Brara.I04594		-0.06970639060974684
Brara.I04605		-0.17389857926205768
Brara.I05131		-0.3326835505022746
Brara.I05137		0.6151175566687057
Brara.I05247		0.03037740449994788
Brara.I05390		0.41296330075931065
Brara.I05404		-0.04701470194777073
Brara.I05555		0.10683025314011341
Brara.I05641		0.5102761374411398
Brara.I05639		-0.3180696443181381
Brara.I05638		-0.21218367088040935
Brara.J00035		-0.2702802586193923
Brara.J00036		-0.44225195224734803
Brara.J00172		0.041486706617714114
Brara.J00188		0.007405809578716997
Brara.J00238		-0.21951299637214067
Brara.J00248		-0.07452691278426982
Brara.J00469		0.5735193905139957
Brara.J00539		0.10931783868138542
Brara.J00598		0.32352245278076563
Brara.J00672		-0.025620668360313723
Brara.J00580		-0.4504484168981671
Brara.J00898		0.07058524986933666
Brara.J00990		-0.03950710366831123
Brara.J01029		-0.06024187376670123
Brara.J01171		0.3717630360049969
Brara.J01273		-0.050488688375713735
Brara.J01541		0.038168927619123993
Brara.J01587		0.18089195490422594
Brara.J01645		-0.3248009996872971
Brara.J01840		-0.09859553931849237
Brara.J01873		-0.36424220427103493
Brara.J01883		0.10158841449196998
Brara.J01891		-0.15663658970044214
Brara.J02080		-0.397218154876254
Brara.J02099		0.26108580396851955
Brara.J02103		-0.1433322936259014
Brara.J02137		0.1277673120829047
Brara.J02188		-0.20009111919677738
Brara.J02674		-0.7639506292284509
Brara.J02622		0.03127936157503369
Brara.J02614		-0.14320780549553178
Brara.J02607		-0.3709296625033015
Brara.J02501		0.020828414654948675
Brara.J02488		-0.6879947084234941
Brara.J02472		0.0785502004659365
Brara.J02466		0.04352299177180223
Brara.J02437		0.10062310912539088
Brara.J02414		0.043191545966313034
Brara.J02370		0.34741412037747554
