metabolite,p.value.trt,p.value.leaf,tissue,FDR.trt,FDR.leaf,sig.both
met_per_mg_root_xylulose NIST,0.4551044154586288,0.03703620920709146,root,0.7536083437475533,0.18721080696184572,FALSE
met_per_mg_root_xylose,0.35257481964013226,0.8496018245864656,root,0.6894796472962587,0.8847924327054316,FALSE
met_per_mg_root_xylonic acid isomer,0.03358553923816405,0.5512100272210747,root,0.3111081529429933,0.6979349984957492,FALSE
met_per_mg_root_xylonic acid,0.004946237577676466,0.1094596433134583,root,0.10881722670888225,0.3186823925271069,FALSE
met_per_mg_root_xanthine,0.6405689683592024,0.01147054100545544,root,0.828971606111909,0.1621992402888986,FALSE
met_per_mg_root_vanillic acid,0.5299949855177563,0.5868698968610839,root,0.7784353796978998,0.7228031529345573,FALSE
met_per_mg_root_valine,0.38081096836975603,0.01818432355706903,root,0.6984258662723081,0.1621992402888986,FALSE
met_per_mg_root_uridine,0.6215161016499734,0.15091522058495374,root,0.8224573976721452,0.3433743075237638,FALSE
met_per_mg_root_urea,0.9480006664665892,0.06152271655503248,root,0.9671091900733991,0.24295557643437954,FALSE
met_per_mg_root_uracil,0.8245266715001087,0.023039664813764005,root,0.9276727500582939,0.1621992402888986,FALSE
met_per_mg_root_UDP-N-acetylglucosamine,0.08573439289241963,0.6304887835811808,root,0.457250095426238,0.7458090349741248,FALSE
met_per_mg_root_tyrosine,0.313750034776514,0.03030966394024779,root,0.6496471308313702,0.180351413479071,FALSE
met_per_mg_root_tryptophan,0.30388677726349367,0.11089206882360841,root,0.6443864192575288,0.3186823925271069,FALSE
met_per_mg_root_tocopherol alpha-,0.7007606470602954,0.07196529208165926,root,0.8567385099900614,0.25598380385471114,FALSE
met_per_mg_root_thymine,0.9190957171506677,0.008252496210911734,root,0.9671091900733991,0.1621992402888986,FALSE
met_per_mg_root_threonine,0.24505834675627516,0.04941233191916913,root,0.6373374979576193,0.20706120042318493,FALSE
met_per_mg_root_threonic acid,0.031069911605839676,0.2531254796105371,root,0.30379469125709907,0.4592792207366446,FALSE
met_per_mg_root_tagatose,0.49621895267856475,0.031964492730033836,root,0.7728719970922778,0.18147582969309534,FALSE
met_per_mg_root_sucrose,0.04579255077046268,0.6356327002620381,root,0.383785187409592,0.7458090349741248,FALSE
met_per_mg_root_succinic acid,0.24965019433321897,0.5495718155463356,root,0.6373374979576193,0.6979349984957492,FALSE
met_per_mg_root_stigmasterol,0.8486097315874165,0.45460507157643004,root,0.9276727500582939,0.625949239643108,FALSE
met_per_mg_root_stearic acid,0.9144343022260704,0.15127935681548746,root,0.9671091900733991,0.3433743075237638,FALSE
met_per_mg_root_spermidine,0.5867588429572055,0.022692262021413938,root,0.7943812027728321,0.1621992402888986,FALSE
met_per_mg_root_sinapinic acid,0.06660056578893356,0.6621568277109182,root,0.42346639967717514,0.7616967429877228,FALSE
met_per_mg_root_shikimic acid,0.0029643704009006218,0.761028148778058,root,0.08165946350704818,0.8371309636558639,FALSE
met_per_mg_root_serine,0.1633250709941399,0.10180668478566962,root,0.6113122786197225,0.3143504653031202,FALSE
met_per_mg_root_saccharic acid,0.19881603829232097,0.1992059349115771,root,0.6138881182359384,0.3984118698231542,FALSE
met_per_mg_root_ribose,0.4769410202711729,0.017995525106877137,root,0.7562308069164544,0.1621992402888986,FALSE
met_per_mg_root_ribonic acid,0.2437945504795914,0.2069804298065865,root,0.6373374979576193,0.4002660363497991,FALSE
met_per_mg_root_ribitol,0.3719226424992539,0.29424135409175045,root,0.6984258662723081,0.48855168226554796,FALSE
met_per_mg_root_raffinose,0.6656552899089196,0.9858463539277853,root,0.8368237930283561,0.989810962962391,FALSE
met_per_mg_root_quinic acid,0.6345261061619263,0.05684581989881722,root,0.8272340346999929,0.2326712628416705,FALSE
met_per_mg_root_pyruvic acid,0.34311876839466326,0.5872775617593278,root,0.6803219547775465,0.7228031529345573,FALSE
met_per_mg_root_pyrrole-2-carboxylic acid,0.17366826097151206,0.21134551511818195,root,0.6113122786197225,0.4002660363497991,FALSE
met_per_mg_root_putrescine,0.5406673984356205,0.020578532251624444,root,0.7784353796978998,0.1621992402888986,FALSE
met_per_mg_root_pseudo uridine,0.46514630634773735,0.0025980239537275918,root,0.7536083437475533,0.1621992402888986,FALSE
"met_per_mg_root_propane-1,3-diol NIST",0.8686261385121319,0.24687110336271606,root,0.9379030698045104,0.4525970228316461,FALSE
met_per_mg_root_proline,0.27047734749477037,0.01305343333769539,root,0.6373374979576193,0.1621992402888986,FALSE
met_per_mg_root_phytol,0.7531172895247791,0.22741379871414255,root,0.8852363340343273,0.4257960486562669,FALSE
met_per_mg_root_phosphate,0.0015957118732811055,0.7115105109087683,root,0.07021132242436864,0.8027298071791231,FALSE
met_per_mg_root_phenylpyruvate,0.6292487228642196,0.330419499357524,root,0.8264759345082288,0.5151175686507241,FALSE
met_per_mg_root_phenylethylamine,0.16976472969811351,0.00939868828372952,root,0.6113122786197225,0.1621992402888986,FALSE
met_per_mg_root_phenylalanine,0.16976770825723803,0.037099173354637964,root,0.6113122786197225,0.18721080696184572,FALSE
met_per_mg_root_phenol,0.29063896817011303,0.6253873557153364,root,0.6373374979576193,0.7458090349741248,FALSE
met_per_mg_root_pentitol,0.27273644292285193,0.20632191524390336,root,0.6373374979576193,0.4002660363497991,FALSE
met_per_mg_root_pelargonic acid,0.6865685927646259,0.9187348388133001,root,0.8567385099900614,0.9401007652973303,FALSE
met_per_mg_root_palmitic acid,0.9035748206650689,0.12878332057607295,root,0.9638131420427402,0.3186823925271069,FALSE
met_per_mg_root_oxoproline,0.5388060029940409,0.13037006967018008,root,0.7784353796978998,0.3186823925271069,FALSE
met_per_mg_root_ornithine,0.010023470578085607,0.33899858995006493,root,0.1603755292493697,0.5151175686507241,FALSE
met_per_mg_root_oleic acid,0.20848231728580965,0.1257411230075384,root,0.6219133532593644,0.3186823925271069,FALSE
met_per_mg_root_octanol NIST,0.8376371868554933,0.45841782025018674,root,0.9276727500582939,0.625949239643108,FALSE
met_per_mg_root_octadecanol,0.9343913833819879,0.44236344851584464,root,0.9671091900733991,0.6228477355103093,FALSE
met_per_mg_root_nicotinamide,0.1245343397743645,0.0774031339691206,root,0.5767906263233724,0.25703682223707974,FALSE
met_per_mg_root_N-acetylornithine,0.45365895341027673,0.07417712498062652,root,0.7536083437475533,0.25598380385471114,FALSE
met_per_mg_root_N-acetylmannosamine,0.15030862865991856,0.204204903705131,root,0.6113122786197225,0.4002660363497991,FALSE
met_per_mg_root_n-acetyl-d-hexosamine,0.06958587596277367,0.989810962962391,root,0.42346639967717514,0.989810962962391,FALSE
met_per_mg_root_myristic acid,0.46672334925274606,0.2843905131021227,root,0.7536083437475533,0.4859488379220737,FALSE
met_per_mg_root_myo-inositol,0.07432544136964357,0.18892374478701368,root,0.4355780120955627,0.3903331149363964,FALSE
met_per_mg_root_mucic acid,0.2558143445496324,0.33579091849809317,root,0.6373374979576193,0.5151175686507241,FALSE
met_per_mg_root_methyl O-D-galactopyranoside,0.38191210430378153,0.3595926348999714,root,0.6984258662723081,0.5409256730119227,FALSE
met_per_mg_root_methionine sulfoxide,0.17017852531967237,0.14993987676513257,root,0.6113122786197225,0.3433743075237638,FALSE
met_per_mg_root_methionine,0.22898900945185244,0.01582650017977338,root,0.6373374979576193,0.1621992402888986,FALSE
met_per_mg_root_methanolphosphate,0.02475698124311146,0.23578938497214474,root,0.25630757051691866,0.4368308605799734,FALSE
met_per_mg_root_melibiose,0.21612104487266,0.030741718206659833,root,0.6339550649598027,0.180351413479071,FALSE
met_per_mg_root_melezitose,0.09566571116686638,0.005673078966033588,root,0.4810618618676709,0.1621992402888986,FALSE
met_per_mg_root_maltotriose,0.38492789220689705,0.5167404586021445,root,0.6984258662723081,0.6754082650943383,FALSE
met_per_mg_root_maltose,0.7594925365862695,0.12397253127478076,root,0.8852363340343273,0.3186823925271069,FALSE
met_per_mg_root_malonic acid,0.5542606962606604,0.022238918171716898,root,0.782246430535034,0.1621992402888986,FALSE
met_per_mg_root_malic acid,0.06349597939436785,0.682623851152197,root,0.42346639967717514,0.7751083729212044,FALSE
met_per_mg_root_maleimide,0.1668396613444939,0.33398504838855403,root,0.6113122786197225,0.5151175686507241,FALSE
met_per_mg_root_maleic acid,0.7133904661694797,0.4293335419187707,root,0.8567385099900614,0.6093766401427714,FALSE
met_per_mg_root_lyxose,0.5322624485908236,0.781627313738374,root,0.7784353796978998,0.8439656884537045,FALSE
met_per_mg_root_lyxitol,0.8383042535227156,0.09800046272105861,root,0.9276727500582939,0.3080014542661842,FALSE
met_per_mg_root_lysine,0.2807439881565826,0.04643311076509,root,0.6373374979576193,0.204305687366396,FALSE
met_per_mg_root_linolenic acid,0.5600173309512175,0.1660554097155766,root,0.782246430535034,0.3564116110968474,FALSE
met_per_mg_root_linoleic acid,0.9244497137301795,0.3028785348179361,root,0.9671091900733991,0.49819273016782006,FALSE
met_per_mg_root_lignoceric acid,0.7155713691394263,0.25806978694235555,root,0.8567385099900614,0.4634722704270875,FALSE
met_per_mg_root_levoglucosan,0.7045248970184279,0.7795497165903341,root,0.8567385099900614,0.8439656884537045,FALSE
met_per_mg_root_leucine,0.23739870269771818,0.009904203508402501,root,0.6373374979576193,0.1621992402888986,FALSE
met_per_mg_root_lactulose,0.3375182240457244,0.7466061347298166,root,0.6803219547775465,0.8264319478770297,FALSE
met_per_mg_root_lactic acid,0.8383698082615683,0.33917003625365727,root,0.9276727500582939,0.5151175686507241,FALSE
met_per_mg_root_isothreonic acid,0.07672112713046843,0.07712759661371216,root,0.4355780120955627,0.25703682223707974,FALSE
met_per_mg_root_isoribose,0.26589430230754674,0.1189338753940895,root,0.6373374979576193,0.3186823925271069,FALSE
met_per_mg_root_isoleucine,0.4199080784944287,0.01689501789743401,root,0.7421445859246617,0.1621992402888986,FALSE
met_per_mg_root_isohexonic acid,0.31206790169540455,0.2921153622144723,root,0.6496471308313702,0.48855168226554796,FALSE
met_per_mg_root_isocitric acid,0.04186863682765951,0.11588487990779807,root,0.3684440040834037,0.3186823925271069,FALSE
met_per_mg_root_inulotriose,0.6111044099474272,0.6731232656234921,root,0.8148058799299029,0.7692837321411338,FALSE
met_per_mg_root_inositol-4-monophosphate,0.003247819571303053,0.9375256574292496,root,0.08165946350704818,0.9537833277892944,FALSE
met_per_mg_root_hypoxanthine,0.843745733896013,0.07285106920235107,root,0.9276727500582939,0.25598380385471114,FALSE
met_per_mg_root_hydroxylamine,0.1358393769896027,0.49962776198450587,root,0.5913188322385553,0.6661703493126745,FALSE
met_per_mg_root_hydroxycarbamate NIST,0.7072539816788954,0.2654804934855126,root,0.8567385099900614,0.47147938402131145,FALSE
met_per_mg_root_homoserine,0.5830483852246713,0.115713838036588,root,0.7943812027728321,0.3186823925271069,FALSE
met_per_mg_root_homoglutamine,0.26470523905830795,0.7331500449217421,root,0.6373374979576193,0.8166734677609279,FALSE
met_per_mg_root_homocystine,0.09266391819930409,0.11671414249818406,root,0.4796720471493388,0.3186823925271069,FALSE
met_per_mg_root_hexose-6-phosphate,0.001078837871224705,0.14071587195915156,root,0.06509161016340108,0.33926018444946127,FALSE
met_per_mg_root_heptadecanoic acid,0.5135567037798188,0.11560637468047395,root,0.7784353796978998,0.3186823925271069,FALSE
met_per_mg_root_guanosine,0.38902580770375306,0.01813461158012894,root,0.6986585934271483,0.1621992402888986,FALSE
met_per_mg_root_guanine,0.26012148334512325,0.0028665470069119824,root,0.6373374979576193,0.1621992402888986,FALSE
met_per_mg_root_glycyl tyrosine,0.4272022148723681,0.45879234042023254,root,0.7421445859246617,0.625949239643108,FALSE
met_per_mg_root_glycolic acid,0.3774188087426662,0.65777146305229,root,0.6984258662723081,0.7616301151131779,FALSE
met_per_mg_root_glycine,0.9878851405116524,0.0816339642877568,root,0.9878851405116524,0.266066253974911,FALSE
met_per_mg_root_glycerol-alpha-phosphate,3.238790709700194e-4,0.3251209364938723,root,0.057002716490723415,0.5151175686507241,FALSE
met_per_mg_root_glycerol-3-galactoside,0.9431929439904014,0.6299580941757534,root,0.9671091900733991,0.7458090349741248,FALSE
met_per_mg_root_glycerol,0.10039596065606672,0.037956293766821976,root,0.49082469654077066,0.18721080696184572,FALSE
met_per_mg_root_glyceric acid,0.4301065213881562,0.5422252951514195,root,0.7421445859246617,0.6965814010704368,FALSE
met_per_mg_root_glutamine,0.34402644304091845,0.33950930661070455,root,0.6803219547775465,0.5151175686507241,FALSE
met_per_mg_root_glutamic acid,0.05346649579786287,0.1521772499253044,root,0.4038133385903766,0.3433743075237638,FALSE
met_per_mg_root_glucose-6-phosphate,0.0011095160823307003,0.022100912534115724,root,0.06509161016340108,0.1621992402888986,FALSE
met_per_mg_root_glucose-1-phosphate,0.18841041576166795,0.6237758456090631,root,0.6138881182359384,0.7458090349741248,FALSE
met_per_mg_root_glucose,0.0697757135831709,0.008765417031993602,root,0.42346639967717514,0.1621992402888986,FALSE
met_per_mg_root_gluconic acid lactone,0.29774630754296094,0.011688665763954682,root,0.6390652454580625,0.1621992402888986,FALSE
met_per_mg_root_gluconic acid,0.7796354425993667,0.005203970772630921,root,0.8968355418136504,0.1621992402888986,FALSE
met_per_mg_root_glucoheptulose,0.2933200984918589,0.4479219136284366,root,0.6373374979576193,0.625668704750832,FALSE
met_per_mg_root_galactonic acid,0.5599504434288691,0.062148149597362506,root,0.782246430535034,0.24295557643437954,FALSE
met_per_mg_root_galactinol,0.17002805378799735,0.5800856343640308,root,0.6113122786197225,0.7228031529345573,FALSE
met_per_mg_root_fumaric acid,0.18008432268631394,0.5671722635113978,root,0.6138881182359384,0.7130165598429001,FALSE
met_per_mg_root_fucose,0.5051117469665272,0.039356817372660745,root,0.7784353796978998,0.18721080696184572,FALSE
met_per_mg_root_fructose-6-phosphate,0.001995539365509178,0.013026615133975449,root,0.07024298566592307,0.1621992402888986,FALSE
met_per_mg_root_fructose,0.1708686445043619,0.16465895662946,root,0.6113122786197225,0.3564116110968474,FALSE
met_per_mg_root_ferulic acid,0.055065455262324085,0.5936451933896945,root,0.4038133385903766,0.7255663474762933,FALSE
met_per_mg_root_ethanolamine,0.0675199148670684,0.1262008504179529,root,0.42346639967717514,0.3186823925271069,FALSE
met_per_mg_root_erythrose,0.9666981896520602,0.18674046400908773,root,0.9778096630963369,0.3903331149363964,FALSE
met_per_mg_root_erythronic acid lactone,0.9506243743335117,0.5107297607393673,root,0.9671091900733991,0.6754082650943383,FALSE
met_per_mg_root_erythronic acid,0.6550474128108035,0.7788805628409755,root,0.8368237930283561,0.8439656884537045,FALSE
met_per_mg_root_erythritol,0.13775040978284525,0.38699657340596627,root,0.5913188322385553,0.5772152281309327,FALSE
met_per_mg_root_epsilon-caprolactam,0.8781902749215162,0.06488018234327181,root,0.9424480999157736,0.24295557643437954,FALSE
met_per_mg_root_dihydroxyacetone,0.8642111221154253,0.18134251637481263,root,0.9379030698045104,0.3845335286983979,FALSE
met_per_mg_root_dehydroascorbic acid,0.012297748906621978,0.8066301802438012,root,0.180366983963789,0.8519003228122229,FALSE
met_per_mg_root_dehydroabietic acid,0.9379524144927598,0.1972129633814855,root,0.9671091900733991,0.3984118698231542,FALSE
met_per_mg_root_cyano-l-alanine,0.01969170901077273,0.013548910784193359,root,0.23104938572640005,0.1621992402888986,FALSE
met_per_mg_root_cyanoalanine,0.00965846465696866,0.021514376321700335,root,0.1603755292493697,0.1621992402888986,FALSE
met_per_mg_root_coniferin NIST,0.22212675602922663,0.6322138736846181,root,0.6373374979576193,0.7458090349741248,FALSE
met_per_mg_root_citric acid,0.024121714395217222,0.15190629702025069,root,0.25630757051691866,0.3433743075237638,FALSE
met_per_mg_root_citramalic acid,0.11782906446884077,0.650746045770395,root,0.5604841985544858,0.7584854573217849,FALSE
met_per_mg_root_cis-sinapinic acid,0.6631592401478807,0.8189665031603368,root,0.8368237930283561,0.8579649080727338,FALSE
met_per_mg_root_cis-caffeic acid,0.2867031266932887,0.48100939395229836,root,0.6373374979576193,0.6512127179661886,FALSE
met_per_mg_root_chlorogenic acid,0.5377034328454223,0.26826776579105144,root,0.7784353796978998,0.47147938402131145,FALSE
met_per_mg_root_cellobiose,0.19552931211834537,0.7967258644229827,root,0.6138881182359384,0.8498409220511814,FALSE
met_per_mg_root_capric acid,0.8260092574890597,0.5180688397030435,root,0.9276727500582939,0.6754082650943383,FALSE
met_per_mg_root_butyrolactam NIST,0.43010116913859553,0.2940893814127281,root,0.7421445859246617,0.48855168226554796,FALSE
met_per_mg_root_beta-sitosterol,0.5440201801297823,0.16414606141705218,root,0.7784353796978998,0.3564116110968474,FALSE
met_per_mg_root_beta-gentiobiose,0.6004172343215688,0.029537077129117413,root,0.8066674293175276,0.180351413479071,FALSE
met_per_mg_root_beta-alanine,0.1962351190208266,0.09799647006794525,root,0.6138881182359384,0.3080014542661842,FALSE
met_per_mg_root_benzoic acid,0.7570822749283082,0.12696184906188535,root,0.8852363340343273,0.3186823925271069,FALSE
met_per_mg_root_aspartic acid,0.20709026903510735,0.12408478824939168,root,0.6219133532593644,0.3186823925271069,FALSE
met_per_mg_root_asparagine,0.3628920551534496,0.039158892791525554,root,0.6984258662723081,0.18721080696184572,FALSE
met_per_mg_root_aminomalonate,0.18849709165586906,0.8904113530335005,root,0.6138881182359384,0.9218376360817417,FALSE
met_per_mg_root_alpha-ketoglutarate,0.2628668411481318,0.4171888773077649,root,0.6373374979576193,0.6020617419903813,FALSE
met_per_mg_root_alpha-aminoadipic acid,0.5716499414902358,0.9798774855909413,root,0.7860186695490743,0.989810962962391,FALSE
met_per_mg_root_allantoic acid,0.9858821782473209,0.4271783843191016,root,0.9878851405116524,0.6093766401427714,FALSE
met_per_mg_root_alanine-alanine,0.3828887995703173,0.04468692056134779,root,0.6984258662723081,0.20166405176403107,FALSE
met_per_mg_root_alanine,0.3281068701719022,0.025021779410418322,root,0.6714745250029627,0.1631049324530972,FALSE
met_per_mg_root_adenosine,0.7397610982904782,0.32580171058888296,root,0.8797159006697579,0.5151175686507241,FALSE
met_per_mg_root_adenine,0.13582533229618057,0.02486078830034365,root,0.5913188322385553,0.1631049324530972,FALSE
met_per_mg_root_aconitic acid,0.017663484539290956,0.21150421238938247,root,0.22205523420822915,0.4002660363497991,FALSE
met_per_mg_root_6-deoxyglucose,0.46456081072429967,0.04782874566937893,root,0.7536083437475533,0.20531363994660226,FALSE
met_per_mg_root_5'-deoxy-5'-methylthioadenosine,0.08467452944847118,0.3965209430063439,root,0.457250095426238,0.5864511425976179,FALSE
met_per_mg_root_5-aminovaleric acid,0.4470718796345464,0.06409597303987005,root,0.7536083437475533,0.24295557643437954,FALSE
met_per_mg_root_4-hydroxybutyric acid,0.6590963435406745,0.5363804567598442,root,0.8368237930283561,0.6941394146303868,FALSE
met_per_mg_root_4-hydroxybenzoate,0.47670257378903225,0.4083881925269188,root,0.7562308069164544,0.5989693490394808,FALSE
met_per_mg_root_4-aminobutyric acid,0.016608074613523895,0.036192600780327655,root,0.22205523420822915,0.18721080696184572,FALSE
met_per_mg_root_3-hydroxypropionic acid,0.7080577556134474,0.16185718721546496,root,0.8567385099900614,0.3564116110968474,FALSE
met_per_mg_root_3-hydroxy-3-methylglutaric acid,0.2513619536364753,0.1907309538893755,root,0.6373374979576193,0.3903331149363964,FALSE
met_per_mg_root_3-aminoisobutyric acid,0.2806579209260273,0.10935996955815996,root,0.6373374979576193,0.3186823925271069,FALSE
"met_per_mg_root_3,4-dihydroxycinnamic acid",0.005775453681739207,0.4989447093876074,root,0.11294220533178893,0.6661703493126745,FALSE
met_per_mg_root_2-ketoisocaproic acid,0.7749154144326627,0.41733825297060523,root,0.8968355418136504,0.6020617419903813,FALSE
met_per_mg_root_2-ketoglucose dimethylacetal NIST,0.04879071073579265,0.7191335823543495,root,0.3903256858863412,0.8061624872252581,FALSE
met_per_mg_root_2-hydroxyglutaric acid,0.5327091809914641,0.9070994553074396,root,0.7784353796978998,0.933622831193622,FALSE
met_per_mg_root_2'-deoxyguanosine,0.48941621373959243,0.04199114026682435,root,0.7690826215907881,0.19448528123581804,FALSE
met_per_mg_root_2-aminobutyric acid,0.29103847299686614,0.27056487378495714,root,0.6373374979576193,0.47147938402131145,FALSE
"met_per_mg_root_2,5-dihydroxypyrazine NIST",0.22695864665094245,0.28196513208503876,root,0.6373374979576193,0.4859488379220737,FALSE
"met_per_mg_root_2,3-dihydroxybutanoic acid NIST",0.443215460531484,0.06818742357625174,root,0.7536083437475533,0.25002055311292304,FALSE
met_per_mg_root_1-monostearin,0.8445638759459482,0.31240412740619206,root,0.9276727500582939,0.5091030224397204,FALSE
met_per_mg_root_1-monopalmitin,0.19044721238048384,0.7940521965155025,root,0.6138881182359384,0.8498409220511814,FALSE
met_per_mg_root_1-methylgalactose NIST,0.5346336221460297,0.011704337474209096,root,0.7784353796978998,0.1621992402888986,FALSE
met_per_mg_root_1-kestose,0.5705717931013281,0.8083372381229614,root,0.7860186695490743,0.8519003228122229,FALSE
